pub_id,P2B_QoS,A2B_QoS,Delay_(ms),Instance_Count,Total_Messages_Received,Expected_Messages_Received,Message_Loss_Rate_(%),Out_of_Order_Message_Rate_(%),Median_Inter_Message_Gap_(ms),msg_rate_(msg/s)
1,0,2,2,5,475,476,0.21,0.00,2.0,2375.000
2,0,2,2,5,475,476,0.21,0.00,2.0,2375.000
3,0,2,2,5,475,476,0.21,0.00,2.0,2375.000
4,0,2,2,5,475,476,0.21,0.00,2.0,2375.000
0,1,2,2,1,465,466,0.21,0.00,2.0,462.227
0,1,2,2,2,466,467,0.21,0.00,2.0,857.406
1,1,2,2,2,466,467,0.21,0.00,2.0,857.406
0,1,2,2,3,468,469,0.21,0.00,2.0,1340.974
1,1,2,2,3,468,469,0.21,0.00,2.0,1340.974
2,1,2,2,3,468,469,0.21,0.00,2.0,1340.974
0,1,2,2,4,466,467,0.21,0.00,2.0,1787.152
1,1,2,2,4,466,467,0.21,0.00,2.0,1787.152
2,1,2,2,4,466,467,0.21,0.00,2.0,1787.152
3,1,2,2,4,466,467,0.21,0.00,2.0,1787.152
0,1,2,2,5,467,468,0.21,0.00,2.0,2232.314
1,1,2,2,5,467,468,0.21,0.00,2.0,2232.314
2,1,2,2,5,467,468,0.21,0.00,2.0,2232.314
3,1,2,2,5,467,468,0.21,0.00,2.0,2232.314
4,1,2,2,5,467,468,0.21,0.00,2.0,2232.314
0,2,2,2,1,461,462,0.22,0.00,0.0,441.994
0,2,2,2,2,463,464,0.22,0.00,2.0,888.782
1,2,2,2,2,464,465,0.22,0.00,2.0,888.782
0,2,2,2,3,464,465,0.22,0.00,2.0,1334.612
1,2,2,2,3,464,465,0.22,0.00,2.0,1334.612
2,2,2,2,3,464,465,0.22,0.00,2.0,1334.612
0,2,2,2,4,464,465,0.22,0.00,2.0,1779.482
1,2,2,2,4,464,465,0.22,0.00,2.0,1779.482
2,2,2,2,4,464,465,0.22,0.00,2.0,1779.482
3,2,2,2,4,464,465,0.22,0.00,2.0,1779.482
0,2,2,2,5,464,465,0.22,0.00,2.0,2215.855
1,2,2,2,5,464,465,0.22,0.00,2.0,2215.855
2,2,2,2,5,464,465,0.22,0.00,2.0,2215.855
3,2,2,2,5,464,465,0.22,0.00,2.0,2215.855
4,2,2,2,5,464,465,0.22,0.00,2.0,2215.855
0,0,2,4,1,241,242,0.41,0.00,4.0,230.843
0,0,2,4,2,244,245,0.41,0.00,4.0,485.543
1,0,2,4,2,243,244,0.41,0.00,4.0,485.543
0,0,2,4,3,244,245,0.41,0.00,4.0,693.410
1,0,2,4,3,242,243,0.41,0.00,4.0,693.410
2,0,2,4,3,240,241,0.41,0.00,4.0,693.410
0,0,2,4,4,244,245,0.41,0.00,4.0,930.277
1,0,2,4,4,244,245,0.41,0.00,4.0,930.277
2,0,2,4,4,244,245,0.41,0.00,4.0,930.277
3,0,2,4,4,242,243,0.41,0.00,4.0,930.277
0,0,2,4,5,243,244,0.41,0.00,4.0,1211.366
1,0,2,4,5,243,244,0.41,0.00,4.0,1211.366
2,0,2,4,5,244,245,0.41,0.00,4.0,1211.366
3,0,2,4,5,242,243,0.41,0.00,4.0,1211.366
4,0,2,4,5,243,244,0.41,0.00,4.0,1211.366
0,1,2,4,1,241,242,0.41,0.00,4.0,240.759
0,1,2,4,2,242,243,0.41,0.00,4.0,442.502
1,1,2,4,2,239,240,0.42,0.00,4.0,442.502
0,1,2,4,3,240,241,0.41,0.00,4.0,688.995
1,1,2,4,3,240,241,0.41,0.00,4.0,688.995
2,1,2,4,3,240,241,0.41,0.00,4.0,688.995
0,1,2,4,4,241,242,0.41,0.00,4.0,886.845
1,1,2,4,4,241,242,0.41,0.00,4.0,886.845
2,1,2,4,4,241,242,0.41,0.00,4.0,886.845
3,1,2,4,4,241,242,0.41,0.00,4.0,886.845
0,1,2,4,5,242,243,0.41,0.00,4.0,1156.938
1,1,2,4,5,242,243,0.41,0.00,4.0,1156.938
2,1,2,4,5,242,243,0.41,0.00,4.0,1156.938
3,1,2,4,5,241,242,0.41,0.00,4.0,1156.938
4,1,2,4,5,242,243,0.41,0.00,4.0,1156.938
0,2,2,4,1,234,235,0.43,0.00,1.0,233.300
0,2,2,4,2,237,238,0.42,0.00,4.0,455.587
1,2,2,4,2,240,241,0.41,0.00,4.0,455.587
0,2,2,4,3,240,241,0.41,0.00,4.0,717.131
1,2,2,4,3,240,241,0.41,0.00,4.0,717.131
2,2,2,4,3,240,241,0.41,0.00,4.0,717.131
0,2,2,4,4,240,241,0.41,0.00,4.0,958.167
1,2,2,4,4,241,242,0.41,0.00,4.0,958.167
2,2,2,4,4,241,242,0.41,0.00,4.0,958.167
3,2,2,4,4,240,241,0.41,0.00,4.0,958.167
0,2,2,4,5,241,242,0.41,0.00,4.0,1153.110
1,2,2,4,5,241,242,0.41,0.00,4.0,1153.110
2,2,2,4,5,241,242,0.41,0.00,4.0,1153.110
3,2,2,4,5,241,242,0.41,0.00,4.0,1153.110
4,2,2,4,5,241,242,0.41,0.00,4.0,1153.110

